,Region,Global warming,climate change,greenhouse gas,renewable energy,sustainability,Climate disaster,green energy,green investment,green production,Job_Global warming,Global warming_Job,Job_climate change,climate change_Job,Job_greenhouse gas,greenhouse gas_Job,Job_renewable energy,renewable energy_Job,Job_sustainability,sustainability_Job,Job_Climate disaster,Climate disaster_Job,Job_green energy,green energy_Job,Job_green investment,green investment_Job,Job_green production,green production_Job,health_Global warming,Global warming_health,health_climate change,climate change_health,health_greenhouse gas,greenhouse gas_health,health_renewable energy,renewable energy_health,health_sustainability,sustainability_health,health_Climate disaster,Climate disaster_health,health_green energy,green energy_health,health_green investment,green investment_health,health_green production,green production_health,education_Global warming,Global warming_education,education_climate change,climate change_education,education_greenhouse gas,greenhouse gas_education,education_renewable energy,renewable energy_education,education_sustainability,sustainability_education,education_Climate disaster,Climate disaster_education,education_green energy,green energy_education,education_green investment,green investment_education,education_green production,green production_education,drugs_Global warming,Global warming_drugs,drugs_climate change,climate change_drugs,drugs_greenhouse gas,greenhouse gas_drugs,drugs_renewable energy,renewable energy_drugs,drugs_sustainability,sustainability_drugs,drugs_Climate disaster,Climate disaster_drugs,drugs_green energy,green energy_drugs,drugs_green investment,green investment_drugs,drugs_green production,green production_drugs
2010-03-01,Alabama,28,15,0,42,62,,42,,0,51,2,51,0,51,0,51,0,51,1,51,0,51,0,51,0,51,0,100,2,100,0,100,0,100,0,100,1,100,0,100,0,100,0,100,0,69,2,69,0,69,0,69,0,69,1,69,0,69,0,69,0,69,0,66,12,66,2,66,0,66,2,66,4,66,0,66,2,66,0,66,0
2010-04-01,Alabama,56,46,31,56,56,,73,,0,50,4,50,1,50,0,50,1,50,1,50,0,50,0,50,0,50,0,72,4,72,1,72,0,72,1,72,1,72,0,72,0,72,0,72,0,74,5,74,1,74,0,74,1,74,1,74,0,74,1,74,0,74,0,72,24,72,7,72,1,72,3,72,4,72,0,72,3,72,0,72,0
2010-05-01,Alabama,23,4,17,24,70,,47,,0,54,2,54,0,54,0,54,0,54,1,54,0,54,0,54,0,54,0,62,2,62,0,62,0,62,0,62,1,62,0,62,0,62,0,62,0,68,2,68,0,68,0,68,0,68,1,68,0,68,0,68,0,68,0,54,10,54,1,54,1,54,1,54,4,54,0,54,2,54,0,54,0
2010-06-01,Alabama,14,21,0,25,31,,82,,0,58,1,58,1,58,0,58,0,58,0,58,0,58,1,58,0,58,0,68,1,68,1,68,0,68,0,68,0,68,0,68,1,68,0,68,0,53,1,53,1,53,0,53,0,53,0,53,0,53,1,53,0,53,0,54,6,54,3,54,0,54,1,54,2,54,0,54,3,54,0,54,0
2010-07-01,Alabama,13,16,0,24,20,,31,,0,53,1,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,62,1,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,54,1,54,1,54,0,54,0,54,0,54,0,54,0,54,0,54,0,65,6,65,2,65,0,65,1,65,1,65,0,65,1,65,0,65,0
2010-08-01,Alabama,12,11,0,22,74,,29,,0,53,1,53,0,53,0,53,0,53,1,53,0,53,0,53,0,53,0,68,1,68,0,68,0,68,0,68,1,68,0,68,0,68,0,68,0,69,1,69,0,69,0,69,0,69,1,69,0,69,0,69,0,69,0,56,5,56,2,56,0,56,1,56,5,56,0,56,1,56,0,56,0
2010-09-01,Alabama,16,22,15,21,18,,42,,0,49,1,49,1,49,0,49,0,49,0,49,0,49,0,49,0,49,0,74,1,74,1,74,0,74,0,74,0,74,0,74,0,74,0,74,0,67,1,67,1,67,0,67,0,67,0,67,0,67,0,67,0,67,0,65,7,65,3,65,1,65,1,65,1,65,0,65,2,65,0,65,0
2010-10-01,Alabama,23,15,0,32,63,,14,,0,42,2,42,0,42,0,42,0,42,1,42,0,42,0,42,0,42,0,68,2,68,0,68,0,68,0,68,1,68,0,68,0,68,0,68,0,61,2,61,0,61,0,61,0,61,1,61,0,61,0,61,0,61,0,76,10,76,2,76,0,76,2,76,4,76,0,76,1,76,0,76,0
2010-11-01,Alabama,18,18,15,10,35,,28,,16,46,1,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,67,1,67,0,67,0,67,0,67,0,67,0,67,0,67,0,67,0,61,2,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61,0,87,8,87,3,87,1,87,1,87,2,87,0,87,1,87,0,87,1
2010-12-01,Alabama,16,30,0,33,92,,29,,0,43,1,43,1,43,0,43,0,43,1,43,0,43,0,43,0,43,0,57,1,57,1,57,0,57,0,57,1,57,0,57,0,57,0,57,0,49,1,49,1,49,0,49,0,49,1,49,0,49,0,49,0,49,0,69,7,69,5,69,0,69,2,69,6,69,0,69,1,69,0,69,0
2011-01-01,Alabama,16,9,8,16,64,,36,,0,50,1,50,0,50,0,50,0,50,1,50,0,50,0,50,0,50,0,65,1,65,0,65,0,65,0,65,1,65,0,65,0,65,0,65,0,54,1,54,0,54,0,54,0,54,1,54,0,54,0,54,0,54,0,70,7,70,1,70,0,70,1,70,4,70,0,70,1,70,0,70,0
2011-02-01,Alabama,25,24,8,58,48,,38,,0,44,2,44,1,44,0,44,1,44,0,44,0,44,0,44,0,44,0,63,2,63,1,63,0,63,1,63,1,63,0,63,0,63,0,63,0,54,2,54,1,54,0,54,1,54,1,54,0,54,0,54,0,54,0,61,11,61,4,61,0,61,3,61,3,61,0,61,2,61,0,61,0
2011-03-01,Alabama,15,13,0,27,58,,14,,0,46,1,46,0,46,0,46,0,46,1,46,0,46,0,46,0,46,0,61,1,61,0,61,0,61,0,61,1,61,0,61,0,61,0,61,0,51,1,51,0,51,0,51,0,51,1,51,0,51,0,51,0,51,0,65,6,65,2,65,0,65,1,65,4,65,0,65,1,65,0,65,0
2011-04-01,Alabama,19,18,8,23,48,,53,,0,46,1,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,63,1,63,0,63,0,63,0,63,1,63,0,63,0,63,0,63,0,53,2,53,1,53,0,53,0,53,1,53,0,53,0,53,0,53,0,60,8,60,3,60,0,60,1,60,3,60,0,60,2,60,0,60,0
2011-05-01,Alabama,10,4,0,40,33,,23,,0,49,1,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,55,1,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,51,1,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,61,4,61,1,61,0,61,2,61,2,61,0,61,1,61,0,61,0
2011-06-01,Alabama,11,14,8,12,25,,23,,9,53,1,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,65,1,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,46,1,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,63,5,63,2,63,0,63,1,63,2,63,0,63,1,63,0,63,0
2011-07-01,Alabama,11,12,8,28,19,,37,,0,49,1,49,0,49,0,49,0,49,0,49,0,49,0,49,0,49,0,59,1,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,50,1,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,65,5,65,2,65,0,65,2,65,1,65,0,65,2,65,0,65,0
2011-08-01,Alabama,12,7,0,25,30,,27,,8,51,1,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,52,1,52,0,52,0,52,0,52,0,52,0,52,0,52,0,52,0,54,5,54,1,54,0,54,1,54,2,54,0,54,1,54,0,54,0
2011-09-01,Alabama,17,7,22,31,66,,21,,0,47,1,47,0,47,0,47,0,47,1,47,0,47,0,47,0,47,0,61,1,61,0,61,0,61,0,61,1,61,0,61,0,61,0,61,0,51,1,51,0,51,0,51,0,51,1,51,0,51,0,51,0,51,0,62,7,62,1,62,1,62,2,62,4,62,0,62,1,62,0,62,0
2011-10-01,Alabama,20,14,14,36,86,,34,,0,46,1,46,0,46,0,46,0,46,1,46,0,46,0,46,0,46,0,62,1,62,0,62,0,62,0,62,1,62,0,62,0,62,0,62,0,50,2,50,0,50,0,50,0,50,1,50,0,50,0,50,0,50,0,67,9,67,2,67,1,67,2,67,5,67,0,67,1,67,0,67,0
2011-11-01,Alabama,24,10,0,51,55,,13,,0,41,2,41,0,41,0,41,0,41,1,41,0,41,0,41,0,41,0,59,2,59,0,59,0,59,0,59,1,59,0,59,0,59,0,59,0,49,2,49,0,49,0,49,1,49,1,49,0,49,0,49,0,49,0,60,10,60,2,60,0,60,3,60,3,60,0,60,1,60,0,60,0
2011-12-01,Alabama,17,21,7,25,17,,26,,0,39,1,39,1,39,0,39,0,39,0,39,0,39,0,39,0,39,0,51,1,51,1,51,0,51,0,51,0,51,0,51,0,51,0,51,0,36,1,36,1,36,0,36,0,36,0,36,0,36,0,36,0,36,0,60,7,60,3,60,0,60,1,60,1,60,0,60,1,60,0,60,0
2012-01-01,Alabama,15,17,6,9,53,,29,,0,42,1,42,0,42,0,42,0,42,1,42,0,42,0,42,0,42,0,62,1,62,0,62,0,62,0,62,1,62,0,62,0,62,0,62,0,50,1,50,1,50,0,50,0,50,1,50,0,50,0,50,0,50,0,65,6,65,3,65,0,65,0,65,3,65,0,65,1,65,0,65,0
2012-02-01,Alabama,26,17,13,53,51,,42,,7,42,2,42,0,42,0,42,0,42,1,42,0,42,0,42,0,42,0,58,2,58,0,58,0,58,0,58,1,58,0,58,0,58,0,58,0,49,2,49,1,49,0,49,1,49,1,49,0,49,0,49,0,49,0,70,11,70,3,70,0,70,3,70,3,70,0,70,2,70,0,70,0
2012-03-01,Alabama,18,10,7,23,52,,31,,0,45,1,45,0,45,0,45,0,45,1,45,0,45,0,45,0,45,0,57,1,57,0,57,0,57,0,57,1,57,0,57,0,57,0,57,0,50,2,50,0,50,0,50,0,50,1,50,0,50,0,50,0,50,0,61,8,61,1,61,0,61,1,61,3,61,0,61,1,61,0,61,0
2012-04-01,Alabama,23,18,7,32,61,,38,,0,50,2,50,0,50,0,50,0,50,1,50,0,50,0,50,0,50,0,63,2,63,0,63,0,63,0,63,1,63,0,63,0,63,0,63,0,53,2,53,1,53,0,53,0,53,1,53,0,53,0,53,0,53,0,64,10,64,3,64,0,64,2,64,4,64,0,64,2,64,0,64,0
2012-05-01,Alabama,9,15,13,41,20,,25,,0,53,1,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,56,1,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,53,1,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,55,4,55,2,55,1,55,2,55,1,55,0,55,1,55,0,55,0
2012-06-01,Alabama,6,13,7,37,17,,32,,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,53,0,63,0,63,0,63,0,63,0,63,0,63,0,63,0,63,0,63,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,61,2,61,2,61,0,61,2,61,1,61,0,61,1,61,0,61,0
2012-07-01,Alabama,10,12,13,52,42,,47,,0,47,1,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,62,1,62,0,62,0,62,0,62,0,62,0,62,0,62,0,62,0,44,1,44,0,44,0,44,1,44,1,44,0,44,0,44,0,44,0,55,4,55,2,55,0,55,3,55,3,55,0,55,2,55,0,55,0
2012-08-01,Alabama,10,15,12,54,40,,11,,0,50,1,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,59,1,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,48,1,48,0,48,0,48,1,48,1,48,0,48,0,48,0,48,0,59,4,59,2,59,0,59,3,59,3,59,0,59,0,59,0,59,0
2012-09-01,Alabama,8,21,0,43,30,,35,,0,48,1,48,1,48,0,48,0,48,0,48,0,48,0,48,0,48,0,61,1,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61,0,48,1,48,1,48,0,48,0,48,0,48,0,48,0,48,0,48,0,58,3,58,3,58,0,58,2,58,2,58,0,58,1,58,0,58,0
2012-10-01,Alabama,16,30,11,30,41,,89,,0,45,1,45,1,45,0,45,0,45,0,45,0,45,1,45,0,45,0,58,1,58,1,58,0,58,0,58,0,58,0,58,1,58,0,58,0,47,1,47,1,47,0,47,0,47,1,47,0,47,1,47,0,47,0,70,7,70,5,70,0,70,2,70,3,70,0,70,4,70,0,70,0
2012-11-01,Alabama,12,19,5,50,21,,64,,6,36,1,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,50,1,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,38,1,38,1,38,0,38,1,38,0,38,0,38,1,38,0,38,0,57,5,57,3,57,0,57,3,57,1,57,0,57,3,57,0,57,0
2012-12-01,Alabama,12,16,10,30,27,,28,,6,31,1,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,44,1,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,28,1,28,0,28,0,28,0,28,0,28,0,28,0,28,0,28,0,54,5,54,2,54,0,54,2,54,2,54,0,54,1,54,0,54,0
2013-01-01,Alabama,11,12,10,27,27,,36,,0,46,1,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,59,1,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,45,1,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,66,5,66,2,66,0,66,1,66,2,66,0,66,1,66,0,66,0
2013-02-01,Alabama,13,14,6,31,45,,38,,0,43,1,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,59,1,59,0,59,0,59,0,59,0,59,0,59,0,59,0,59,0,47,1,47,0,47,0,47,0,47,1,47,0,47,0,47,0,47,0,70,6,70,2,70,0,70,2,70,3,70,0,70,2,70,0,70,0
2013-03-01,Alabama,14,16,30,28,46,,24,,0,40,1,40,0,40,0,40,0,40,0,40,0,40,0,40,0,40,0,56,1,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,41,1,41,1,41,0,41,0,41,1,41,0,41,0,41,0,41,0,63,6,63,2,63,1,63,2,63,3,63,0,63,1,63,0,63,0
2013-04-01,Alabama,16,27,37,51,64,,30,,6,49,1,49,1,49,0,49,0,49,1,49,0,49,0,49,0,49,0,58,1,58,1,58,0,58,0,58,1,58,0,58,0,58,0,58,0,50,1,50,1,50,0,50,1,50,1,50,0,50,0,50,0,50,0,59,7,59,4,59,1,59,3,59,4,59,0,59,1,59,0,59,0
2013-05-01,Alabama,7,17,5,40,10,,45,,6,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,55,1,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,45,1,45,1,45,0,45,0,45,0,45,0,45,0,45,0,45,0,62,3,62,3,62,0,62,2,62,1,62,0,62,2,62,0,62,0
2013-06-01,Alabama,12,28,11,16,14,,27,,7,49,1,49,1,49,0,49,0,49,0,49,0,49,0,49,0,49,0,57,1,57,1,57,0,57,0,57,0,57,0,57,0,57,0,57,0,39,1,39,1,39,0,39,0,39,0,39,0,39,0,39,0,39,0,56,5,56,4,56,0,56,1,56,1,56,0,56,1,56,0,56,0
2013-07-01,Alabama,5,14,10,7,6,,45,,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,55,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,57,2,57,2,57,0,57,0,57,0,57,0,57,2,57,0,57,0
2013-08-01,Alabama,9,8,5,18,32,,45,,0,48,1,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,50,1,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0,62,4,62,1,62,0,62,1,62,2,62,0,62,2,62,0,62,0
2013-09-01,Alabama,12,10,15,21,43,,38,,6,46,1,46,0,46,0,46,0,46,0,46,0,46,0,46,0,46,0,65,1,65,0,65,0,65,0,65,0,65,0,65,0,65,0,65,0,48,1,48,0,48,0,48,0,48,1,48,0,48,0,48,0,48,0,67,5,67,2,67,1,67,1,67,3,67,0,67,2,67,0,67,0
2013-10-01,Alabama,9,13,10,20,60,,47,,11,49,1,49,0,49,0,49,0,49,1,49,0,49,0,49,0,49,0,77,1,77,0,77,0,77,0,77,1,77,0,77,0,77,0,77,0,50,1,50,0,50,0,50,0,50,1,50,0,50,0,50,0,50,0,72,4,72,2,72,0,72,1,72,4,72,0,72,2,72,0,72,0
2013-11-01,Alabama,13,15,5,31,40,,57,,0,41,1,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,60,1,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,41,1,41,0,41,0,41,0,41,1,41,0,41,0,41,0,41,0,64,6,64,2,64,0,64,2,64,3,64,0,64,2,64,0,64,0
2013-12-01,Alabama,13,14,0,26,38,,27,,11,38,1,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,54,1,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,33,1,33,0,33,0,33,0,33,0,33,0,33,0,33,0,33,0,61,6,61,2,61,0,61,1,61,2,61,0,61,1,61,0,61,0
2014-01-01,Alabama,20,8,0,26,30,,27,,5,44,1,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,63,1,63,0,63,0,63,0,63,0,63,0,63,0,63,0,63,0,43,2,43,0,43,0,43,0,43,0,43,0,43,0,43,0,43,0,59,8,59,1,59,0,59,1,59,2,59,0,59,1,59,0,59,0
2014-02-01,Alabama,25,27,14,33,53,,54,,0,42,2,42,1,42,0,42,0,42,1,42,0,42,0,42,0,42,0,58,2,58,1,58,0,58,0,58,1,58,0,58,0,58,0,58,0,47,2,47,1,47,0,47,0,47,1,47,0,47,0,47,0,47,0,56,11,56,4,56,1,56,2,56,3,56,0,56,2,56,0,56,0
2014-03-01,Alabama,14,29,5,39,46,,27,,16,47,1,47,1,47,0,47,0,47,0,47,0,47,0,47,0,47,0,63,1,63,1,63,0,63,0,63,0,63,0,63,0,63,0,63,0,46,1,46,1,46,0,46,0,46,1,46,0,46,0,46,0,46,0,61,6,61,5,61,0,61,2,61,3,61,0,61,1,61,0,61,1
2014-04-01,Alabama,17,32,18,72,56,,41,,5,47,1,47,1,47,0,47,1,47,1,47,0,47,0,47,0,47,0,56,1,56,1,56,0,56,1,56,1,56,0,56,0,56,0,56,0,49,1,49,1,49,0,49,1,49,1,49,0,49,0,49,0,49,0,70,7,70,5,70,1,70,4,70,4,70,0,70,2,70,0,70,0
2014-05-01,Alabama,19,44,15,48,46,,33,,0,45,1,45,1,45,0,45,0,45,0,45,0,45,0,45,0,45,0,56,1,56,1,56,0,56,0,56,0,56,0,56,0,56,0,56,0,46,2,46,1,46,0,46,1,46,1,46,0,46,0,46,0,46,0,59,8,59,7,59,1,59,3,59,3,59,0,59,1,59,0,59,0
2014-06-01,Alabama,11,20,12,16,39,,11,,7,47,1,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,61,1,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61,0,36,1,36,1,36,0,36,0,36,1,36,0,36,0,36,0,36,0,53,5,53,3,53,0,53,1,53,2,53,0,53,0,53,0,53,0
2014-07-01,Alabama,7,24,5,25,28,,29,,0,49,0,49,1,49,0,49,0,49,0,49,0,49,0,49,0,49,0,58,0,58,1,58,0,58,0,58,0,58,0,58,0,58,0,58,0,36,1,36,1,36,0,36,0,36,0,36,0,36,0,36,0,36,0,64,3,64,4,64,0,64,1,64,2,64,0,64,1,64,0,64,0
2014-08-01,Alabama,5,19,0,10,18,,28,,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,42,0,42,1,42,0,42,0,42,0,42,0,42,0,42,0,42,0,55,2,55,3,55,0,55,1,55,1,55,0,55,1,55,0,55,0
2014-09-01,Alabama,15,25,10,27,48,,28,,0,43,1,43,1,43,0,43,0,43,0,43,0,43,0,43,0,43,0,61,1,61,1,61,0,61,0,61,1,61,0,61,0,61,0,61,0,50,1,50,1,50,0,50,0,50,1,50,0,50,0,50,0,50,0,71,6,71,4,71,0,71,2,71,3,71,0,71,1,71,0,71,0
2014-10-01,Alabama,10,35,10,28,59,,34,,0,42,1,42,1,42,0,42,0,42,1,42,0,42,0,42,0,42,0,63,1,63,1,63,0,63,0,63,1,63,0,63,0,63,0,63,0,45,1,45,1,45,0,45,0,45,1,45,0,45,0,45,0,45,0,71,4,71,5,71,0,71,2,71,4,71,0,71,1,71,0,71,0
2014-11-01,Alabama,15,33,11,27,41,,26,,0,38,1,38,1,38,0,38,0,38,0,38,0,38,0,38,0,38,0,58,1,58,1,58,0,58,0,58,0,58,0,58,0,58,0,58,0,41,1,41,1,41,0,41,0,41,1,41,0,41,0,41,0,41,0,69,6,69,5,69,0,69,2,69,3,69,0,69,1,69,0,69,0
2014-12-01,Alabama,8,11,6,11,37,,16,,6,36,1,36,0,36,0,36,0,36,0,36,0,36,0,36,0,36,0,58,1,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,31,1,31,0,31,0,31,0,31,0,31,0,31,0,31,0,31,0,61,4,61,2,61,0,61,1,61,2,61,0,61,1,61,0,61,0
2015-01-01,Alabama,14,22,16,25,23,,15,,0,46,1,46,1,46,0,46,0,46,0,46,0,46,0,46,0,46,0,63,1,63,1,63,0,63,0,63,0,63,0,63,0,63,0,63,0,42,1,42,1,42,0,42,0,42,0,42,0,42,0,42,0,42,0,63,6,63,3,63,1,63,1,63,1,63,0,63,1,63,0,63,0
2015-02-01,Alabama,15,28,6,35,34,,32,,0,42,1,42,1,42,0,42,0,42,0,42,0,42,0,42,0,42,0,64,1,64,1,64,0,64,0,64,0,64,0,64,0,64,0,64,0,45,1,45,1,45,0,45,0,45,0,45,0,45,0,45,0,45,0,62,6,62,4,62,0,62,2,62,2,62,0,62,1,62,0,62,0
2015-03-01,Alabama,11,40,11,38,61,,16,,0,43,1,43,1,43,0,43,0,43,1,43,0,43,0,43,0,43,0,65,1,65,1,65,0,65,0,65,1,65,0,65,0,65,0,65,0,46,1,46,1,46,0,46,0,46,1,46,0,46,0,46,0,46,0,71,5,71,6,71,0,71,2,71,4,71,0,71,1,71,0,71,0
2015-04-01,Alabama,15,40,11,70,66,,32,,6,45,1,45,1,45,0,45,1,45,1,45,0,45,0,45,0,45,0,63,1,63,1,63,0,63,1,63,1,63,0,63,0,63,0,63,0,48,1,48,1,48,0,48,1,48,1,48,0,48,0,48,0,48,0,79,6,79,6,79,0,79,4,79,4,79,0,79,1,79,0,79,0
2015-05-01,Alabama,13,27,19,34,52,,17,,0,48,1,48,1,48,0,48,0,48,1,48,0,48,0,48,0,48,0,62,1,62,1,62,0,62,0,62,1,62,0,62,0,62,0,62,0,45,1,45,1,45,0,45,0,45,1,45,0,45,0,45,0,45,0,70,6,70,4,70,1,70,2,70,3,70,0,70,1,70,0,70,0
2015-06-01,Alabama,8,32,0,21,42,,12,,7,44,1,44,1,44,0,44,0,44,0,44,0,44,0,44,0,44,0,63,1,63,1,63,0,63,0,63,0,63,0,63,0,63,0,63,0,35,1,35,1,35,0,35,0,35,1,35,0,35,0,35,0,35,0,65,4,65,5,65,0,65,1,65,3,65,0,65,0,65,0,65,0
2015-07-01,Alabama,7,15,6,4,27,,26,,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,41,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,61,0,38,1,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,69,3,69,2,69,0,69,0,69,2,69,0,69,1,69,0,69,0
2015-08-01,Alabama,5,23,5,36,32,,39,,0,44,0,44,1,44,0,44,0,44,0,44,0,44,0,44,0,44,0,61,0,61,1,61,0,61,0,61,0,61,0,61,0,61,0,61,0,47,0,47,1,47,0,47,0,47,0,47,0,47,0,47,0,47,0,66,2,66,4,66,0,66,2,66,2,66,0,66,2,66,0,66,0
2015-09-01,Alabama,11,34,15,20,30,,14,,0,43,1,43,1,43,0,43,0,43,0,43,0,43,0,43,0,43,0,58,1,58,1,58,0,58,0,58,0,58,0,58,0,58,0,58,0,45,1,45,1,45,0,45,0,45,0,45,0,45,0,45,0,45,0,66,5,66,5,66,1,66,1,66,2,66,0,66,1,66,0,66,0
2015-10-01,Alabama,15,37,10,30,35,,41,,0,41,1,41,1,41,0,41,0,41,0,41,0,41,0,41,0,41,0,64,1,64,1,64,0,64,0,64,0,64,0,64,0,64,0,64,0,46,1,46,1,46,0,46,0,46,0,46,0,46,0,46,0,46,0,87,6,87,6,87,0,87,2,87,2,87,0,87,2,87,0,87,0
2015-11-01,Alabama,16,44,15,38,46,,43,,0,39,1,39,1,39,0,39,0,39,0,39,0,39,0,39,0,39,0,57,1,57,1,57,0,57,0,57,0,57,0,57,0,57,0,57,0,37,1,37,1,37,0,37,0,37,1,37,0,37,0,37,0,37,0,63,7,63,7,63,1,63,2,63,3,63,0,63,2,63,0,63,0
2015-12-01,Alabama,23,38,10,27,36,,23,,0,33,2,33,1,33,0,33,0,33,0,33,0,33,0,33,0,33,0,56,2,56,1,56,0,56,0,56,0,56,0,56,0,56,0,56,0,28,2,28,1,28,0,28,0,28,0,28,0,28,0,28,0,28,0,62,10,62,6,62,0,62,2,62,2,62,0,62,1,62,0,62,0
2016-01-01,Alabama,10,26,10,22,54,,12,,0,39,1,39,1,39,0,39,0,39,1,39,0,39,0,39,0,39,0,59,1,59,1,59,0,59,0,59,1,59,0,59,0,59,0,59,0,34,1,34,1,34,0,34,0,34,1,34,0,34,0,34,0,34,0,60,4,60,4,60,0,60,1,60,3,60,0,60,0,60,0,60,0
2016-02-01,Alabama,13,33,20,25,36,,18,,7,37,1,37,1,37,0,37,0,37,0,37,0,37,0,37,0,37,0,57,1,57,1,57,0,57,0,57,0,57,0,57,0,57,0,57,0,36,1,36,1,36,0,36,0,36,0,36,0,36,0,36,0,36,0,75,6,75,5,75,1,75,1,75,2,75,0,75,1,75,0,75,0
2016-03-01,Alabama,15,32,12,40,25,,12,,4,39,1,39,1,39,0,39,0,39,0,39,0,39,0,39,0,39,0,58,1,58,1,58,0,58,0,58,0,58,0,58,0,58,0,58,0,32,1,32,1,32,0,32,0,32,0,32,0,32,0,32,0,32,0,64,6,64,5,64,0,64,2,64,2,64,0,64,0,64,0,64,0
2016-04-01,Alabama,17,27,23,48,51,,19,,4,41,1,41,1,41,0,41,0,41,1,41,0,41,0,41,0,41,0,58,1,58,1,58,0,58,0,58,1,58,0,58,0,58,0,58,0,36,1,36,1,36,0,36,1,36,1,36,0,36,0,36,0,36,0,70,7,70,4,70,1,70,3,70,3,70,0,70,1,70,0,70,0
2016-05-01,Alabama,10,21,24,14,27,,22,,4,42,1,42,1,42,0,42,0,42,0,42,0,42,0,42,0,42,0,57,1,57,1,57,0,57,0,57,0,57,0,57,0,57,0,57,0,33,1,33,1,33,0,33,0,33,0,33,0,33,0,33,0,33,0,58,4,58,3,58,1,58,1,58,2,58,0,58,1,58,0,58,0
2016-06-01,Alabama,7,13,3,17,13,,26,,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,39,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,26,1,26,0,26,0,26,0,26,0,26,0,26,0,26,0,26,0,61,3,61,2,61,0,61,1,61,1,61,0,61,1,61,0,61,0
2016-07-01,Alabama,5,17,7,5,15,,19,,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,54,0,26,0,26,1,26,0,26,0,26,0,26,0,26,0,26,0,26,0,61,2,61,3,61,0,61,0,61,1,61,0,61,1,61,0,61,0
